Iso,City,Composer,Work,Start Date,Performances
al,Tirana,Lortzing,Ali Pascha von Janina,2013-03-23,4
al,Tirana,Mozart,Don Giovanni,2013-05-18,3
al,Tirana,Puccini,Tosca,2013-02-13,2
am,Yerevan,Spendiaryan,Almast,2013-07-11,1
am,Yerevan,Tigranian,Anoush,2013-05-11,3
am,Yerevan,Verdi,La traviata,2013-07-27,1
ar,Buenos Aires,Bizet,Carmen,2013-04-16,6
ar,Buenos Aires,Donizetti,Lucrezia Borgia,2013-05-17,5
ar,Buenos Aires,Mercadante,I due Figaro,2012-08-28,2
ar,Buenos Aires,Mozart,Cosi fan tutte,2013-03-15,5
ar,Buenos Aires,Mozart,Le nozze di Figaro,2013-08-13,6
ar,Buenos Aires,Rakhmaninov,Aleko,2013-05-14,4
ar,Buenos Aires,Rakhmaninov,Francesca da Rimini,2013-05-14,4
ar,Buenos Aires,Rossini,La cenerentola,2012-09-25,5
ar,Buenos Aires,"Strauss, R",Die Frau ohne Schatten,2013-06-11,4
ar,Buenos Aires,"Tchaikovsky, P",Eugene Onegin,2012-11-09,5
ar,Buenos Aires,Verdi,Nabucco,2013-08-02,5
ar,Buenos Aires,Verdi,Otello,2013-07-18,5
ar,Buenos Aires,"Wagner, Richard",Der Ring an 1 Abend,2012-11-27,4
ar,La Plata,Albeniz,Pepita Jimenez,2012-10-28,3
ar,La Plata,Bellini,I Capuleti e i Montecchi,2012-08-31,4
ar,La Plata,Orff,Carmina Burana,2013-05-18,3
ar,La Plata,"Schoenberg, A",Pierrot Lunaire,2013-06-14,3
ar,La Plata,"Wagner, Richard",Die Walkure,2012-12-02,6
at,Bad Ischl,Lehar,Wo die Lerche singt,2013-08-15,2
at,Bad Ischl,Lehar,Zigeunerliebe,2012-07-21,1
at,Bad Ischl,Millocker,Gasparone,2013-07-20,11
at,Bad Ischl,"Zeller, C",Der Vogelhandler,2012-07-14,1
at,Baden bei Wien,Benatzky,Im weissen Rossl,2013-02-16,15
at,Baden bei Wien,"Kalman, E",Grafin Mariza,2012-07-13,3
at,Baden bei Wien,Millocker,Die Dubarry,2012-10-20,13
at,Baden bei Wien,Offenbach,La belle Helene,2013-06-21,14
at,Baden bei Wien,"Strauss, J",Indigo,2012-12-15,13
at,Bregenz,Frost,The Wasp Factory,2013-08-01,3
at,Bregenz,Mozart,Die Zauberflote,2013-07-17,27
at,Bregenz,Neuwirth,American Lulu,2013-08-16,2
at,Bregenz,Stravinsky,L'histoire du Soldat,2012-10-04,4
at,Bregenz,Tchaikowsky,Der Kaufmann von Venedig,2013-07-18,3
at,Bregenz,Verdi,La traviata,2013-02-13,10
at,Eisenstadt,Haydn,L'isola disabitata,2012-09-12,1
at,Erl,Verdi,Il trovatore,2013-07-06,2
at,Erl,Verdi,La traviata,2013-07-12,2
at,Erl,Verdi,Nabucco,2013-07-27,1
at,Erl,Verdi,Rigoletto,2013-07-05,2
at,Gars am Kamp,Rossini,Il barbiere di Siviglia,2013-07-19,9
at,Graz,Donizetti,L'elisir d'amore,2012-11-17,17
at,Graz,Humperdinck,Hansel und Gretel,2012-12-13,16
at,Graz,Millocker,Gasparone,2013-02-28,14
at,Graz,Offenbach,Barbe-bleue,2013-06-22,6
at,Graz,Puccini,Manon Lescaut,2012-10-06,13
at,Graz,Purcell,Dido and Aeneas,2013-07-13,1
at,Graz,Stradella,San Giovanni Battista,2013-06-30,1
at,Graz,Verdi,Falstaff,2013-01-19,13
at,Graz,Verdi,La traviata,2012-10-11,7
at,Graz,Weill,Aufstieg und Fall der Stadt Mahagonny,2013-05-16,6
at,Grein,Duron,El imposible mayor en amor le vence Amor,2013-08-03,5
at,Innsbruck,Bizet,Les Pecheurs de perles,2013-06-15,6
at,Innsbruck,Blow,Venus and Adonis,2013-08-14,3
at,Innsbruck,"Caccini, G",L'Euridice,2013-08-23,2
at,Innsbruck,Catalani,La Wally,2012-09-29,13
at,Innsbruck,Cherubini,Medea,2013-04-20,6
at,Innsbruck,Janacek,The Cunning Little Vixen,2013-03-23,12
at,Innsbruck,Korngold,Die tote Stadt,2013-02-09,11
at,Innsbruck,Kuhr,Stallerhof,2013-04-21,7
at,Innsbruck,Mozart,La clemenza di Tito,2013-08-07,3
at,Innsbruck,Purcell,Dido and Aeneas,2013-08-14,3
at,Innsbruck,Rossini,Il barbiere di Siviglia,2012-11-24,13
at,Innsbruck,Straus,Ein Walzertraum,2012-12-15,19
at,Jennersdorf,Humperdinck,Hansel und Gretel,2013-08-01,6
at,Kirchstetten,Verdi,Rigoletto,2013-08-03,8
at,Klagenfurt,Bizet,Les Pecheurs de perles,2013-04-13,8
at,Klagenfurt,Janacek,The Cunning Little Vixen,2012-10-25,14
at,Klagenfurt,Mozart,Idomeneo re di Creta,2013-02-07,10
at,Klagenfurt,"Strauss, J",Der Zigeunerbaron,2012-12-13,11
at,Klagenfurt,Weber,Der Freischutz,2012-09-13,14
at,Klosterneuburg,Nicolai,Die lustigen Weiber von Windsor,2013-07-06,11
at,Langenlois,"Strauss, J",Wiener Blut,2013-07-25,10
at,Linz,Androsch,Opernmaschine,2013-05-12,4
at,Linz,Donizetti,Don Pasquale,2012-12-08,16
at,Linz,Glass,Spuren der Verirrten,2013-04-12,3
at,Linz,Mozart,Cosi fan tutte,2012-10-31,3
at,Linz,Offenbach,La vie parisienne,2012-10-27,18
at,Linz,Purcell,King Arthur,2013-01-19,12
at,Linz,"Strauss, R",Der Rosenkavalier,2013-04-15,3
at,Linz,Telemann,Miriways,2012-09-23,1
at,Linz,Verdi,Rigoletto,2012-09-22,18
at,Moerbisch,Millocker,Der Bettelstudent,2013-07-11,28
at,Retz,Britten,The Prodigal Son,2013-07-04,6
at,Salzburg,Bellini,Norma,2013-05-17,2
at,Salzburg,Bellini,Norma,2013-08-17,5
at,Salzburg,Birtwistle,Gawain,2013-07-26,5
at,Salzburg,Brahms,Ein deutsches Requiem,2013-03-25,2
at,Salzburg,Braunfels,Szenen aus dem Leben der Heiligen Johanna,2013-08-01,1
at,Salzburg,Handel,Ariodante,2013-04-26,7
at,Salzburg,Jommelli,Isacco figura del Redentore,2013-05-19,1
at,Salzburg,Massenet,Werther,2013-03-09,9
at,Salzburg,Mozart,Cosi fan tutte,2013-01-20,11
at,Salzburg,Mozart,Cosi fan tutte,2013-08-21,4
at,Salzburg,Mozart,Die Entfuhrung aus dem Serail,2013-07-27,7
at,Salzburg,Mozart,Die Entfuhrung aus dem Serail,2013-08-26,1
at,Salzburg,Mozart,Lucio Silla,2013-01-24,3
at,Salzburg,Mozart,Lucio Silla,2013-07-27,4
at,Salzburg,"Strauss, J",Die Fledermaus,2012-09-22,20
at,Salzburg,Turnage,Greek,2013-05-26,7
at,Salzburg,Verdi,Don Carlos,2013-08-13,6
at,Salzburg,Verdi,Falstaff,2013-07-29,6
at,Salzburg,Verdi,Nabucco,2013-08-29,1
at,Salzburg,"Wagner, Richard",Die Meistersinger von Nurnberg,2013-08-02,6
at,Salzburg,"Wagner, Richard",Parsifal,2013-03-23,2
at,Salzburg,"Wagner, Richard","Rienzi, der letzte der Tribunen",2013-08-11,2
at,Salzburg,"Wagner, Richard",Tristan und Isolde,2012-10-31,6
at,St Margarethen,Puccini,La boheme,2013-07-10,23
at,Wels,"Wagner, Richard",Tannhauser,2013-05-17,2
at,Wien,Altan,La boheme,2013-01-21,10
at,Wien,Beethoven,Fidelio,2012-10-01,6
at,Wien,Beethoven,Fidelio,2013-03-17,6
at,Wien,Bellini,La sonnambula,2012-12-08,4
at,Wien,"Benjamin, G",Written on Skin,2013-06-14,3
at,Wien,Berlioz,Beatrice et Benedict,2013-04-17,6
at,Wien,Bernstein,Candide,2013-01-18,3
at,Wien,Bizet,Carmen,2012-09-02,12
at,Wien,Bizet,Carmen,2013-05-20,5
at,Wien,Britten,Curlew River,2013-03-25,5
at,Wien,Britten,Curlew River,2013-03-25,6
at,Wien,Britten,The Prodigal Son,2013-03-25,5
at,Wien,Cavalli,La Calisto,2012-09-16,1
at,Wien,Donizetti,L'elisir d'amore,2012-09-06,9
at,Wien,Donizetti,La Fille du regiment,2013-04-28,6
at,Wien,"Dvorak, A",Rusalka,2012-11-04,5
at,Wien,Giordano,Andrea Chenier,2013-05-16,3
at,Wien,Gluck,Alceste,2012-11-12,5
at,Wien,Gluck,Iphigenie en Aulide,2012-11-08,6
at,Wien,Gounod,Romeo et Juliette,2013-06-21,3
at,Wien,Handel,Acis e Galatea,2013-03-25,1
at,Wien,Handel,Amadigi di Gaula,2013-04-25,1
at,Wien,Handel,Arianna in Creta,2013-03-20,1
at,Wien,Handel,Il trionfo del tempo e del disinganno,2013-01-28,1
at,Wien,Handel,Orlando,2013-05-13,10
at,Wien,Handel,Radamisto,2013-01-20,6
at,Wien,Handel,Solomon,2013-03-27,1
at,Wien,Henze,Das Wundertheater,2013-06-15,4
at,Wien,Henze,Pollicino,2013-04-28,5
at,Wien,Hindemith,Mathis der Maler,2012-12-12,5
at,Wien,Humperdinck,Hansel und Gretel,2012-12-08,8
at,Wien,"Kalman, E",Die Csardasfurstin,2013-02-21,9
at,Wien,Lehar,Die lustige Witwe,2012-09-26,17
at,Wien,Leoncavallo,Pagliacci,2013-06-15,4
at,Wien,Ligeti,Le Grand Macabre,2012-10-02,4
at,Wien,Lincke,Frau Luna,2013-06-06,8
at,Wien,Lortzing,Der Wildschutz,2013-04-20,11
at,Wien,Maderna,Satyricon,2013-01-23,1
at,Wien,Marcello,Filetta e Spago,2012-10-15,5
at,Wien,Marcello,Filetta e Spago,2013-04-03,4
at,Wien,Massenet,Werther,2013-04-20,5
at,Wien,Mitterer,Baron Munchhausen,2012-10-20,1
at,Wien,Mitterer,Baron Munchhausen,2013-04-04,1
at,Wien,Monteverdi,Il ritorno d'Ulisse in patria,2012-09-07,6
at,Wien,Mozart,Die Entfuhrung aus dem Serail,2012-09-09,3
at,Wien,Mozart,Die Zauberflote,2012-12-30,5
at,Wien,Mozart,Die Zauberflote,2013-01-27,14
at,Wien,Mozart,Don Giovanni,2012-10-11,8
at,Wien,Mozart,La clemenza di Tito,2012-10-18,4
at,Wien,Mozart,Le nozze di Figaro,2012-10-10,7
at,Wien,Mozart,Le nozze di Figaro,2012-11-25,8
at,Wien,Musorgsky,Boris Godunov,2012-09-24,3
at,Wien,Orlandini,Serpilla e Bacocco,2012-10-15,5
at,Wien,Orlandini,Serpilla e Bacocco,2013-04-03,4
at,Wien,Porpora,Polifemo,2013-02-22,1
at,Wien,Poulenc,La Voix humaine,2013-02-19,1
at,Wien,Puccini,Gianni Schicchi,2012-10-10,6
at,Wien,Puccini,Gianni Schicchi,2013-03-23,5
at,Wien,Puccini,Il tabarro,2012-10-10,6
at,Wien,Puccini,Il tabarro,2013-03-23,5
at,Wien,Puccini,La boheme,2012-12-04,8
at,Wien,Puccini,Madama Butterfly,2012-09-29,6
at,Wien,Puccini,Suor Angelica,2012-10-10,6
at,Wien,Puccini,Tosca,2012-10-04,6
at,Wien,Puccini,Tosca,2012-11-16,9
at,Wien,Pugnani,Werther,2012-12-15,1
at,Wien,Purcell,Dido and Aeneas,2013-04-21,1
at,Wien,Rossini,Il barbiere di Siviglia,2012-10-27,12
at,Wien,Rossini,Il barbiere di Siviglia,2013-01-12,9
at,Wien,Rossini,L'italiana in Algeri,2013-01-07,4
at,Wien,Rossini,La cambiale di matrimonio,2012-10-21,10
at,Wien,Rossini,La cenerentola,2013-01-26,10
at,Wien,Rossini,Le comte Ory,2013-02-16,6
at,Wien,Rossini,Le nozze di Teti e di Peleo,2013-02-26,1
at,Wien,Schedlberger,MarieLuise,2012-12-31,6
at,Wien,Smetana,Prodana nevesta,2013-02-17,11
at,Wien,"Strauss, J",Die Fledermaus,2012-09-01,25
at,Wien,"Strauss, J",Die Fledermaus,2012-12-31,3
at,Wien,"Strauss, R",Arabella,2012-09-05,4
at,Wien,"Strauss, R",Ariadne auf Naxos,2012-12-19,5
at,Wien,"Strauss, R",Capriccio,2013-06-20,3
at,Wien,"Strauss, R",Der Rosenkavalier,2013-01-09,3
at,Wien,"Strauss, R",Elektra,2012-09-20,3
at,Wien,"Strauss, R",Salome,2012-09-16,6
at,Wien,"Strauss, R",Salome,2013-02-11,3
at,Wien,Straus,Ein Walzertraum,2012-09-06,11
at,Wien,"Tchaikovsky, P",Eugene Onegin,2013-04-12,4
at,Wien,"Tchaikovsky, P",Pikovaya Dama,2013-01-19,4
at,Wien,Verdi,Aida,2013-03-14,4
at,Wien,Verdi,Attila,2013-07-07,5
at,Wien,Verdi,Don Carlos,2012-09-04,4
at,Wien,Verdi,Don Carlos,2013-04-09,3
at,Wien,Verdi,I vespri siciliani,2012-09-15,2
at,Wien,Verdi,Il trovatore,2013-05-26,4
at,Wien,Verdi,La traviata,2012-09-21,4
at,Wien,Verdi,La traviata,2012-11-10,11
at,Wien,Verdi,Nabucco,2013-01-20,3
at,Wien,Verdi,Otello,2012-12-09,4
at,Wien,Verdi,Rigoletto,2013-02-28,5
at,Wien,Verdi,Rigoletto,2013-04-08,3
at,Wien,Verdi,Simon Boccanegra,2012-11-07,7
at,Wien,Verdi,Un ballo in maschera,2013-01-28,3
at,Wien,Vinci,L'Artaserse,2012-11-20,1
at,Wien,Vivaldi,Tito Manlio,2012-10-17,1
at,Wien,"Wagner, Richard",Das Rheingold,2013-05-12,1
at,Wien,"Wagner, Richard",Der Ring an 1 Abend,2013-05-23,4
at,Wien,"Wagner, Richard",Der fliegende Hollander,2013-05-02,3
at,Wien,"Wagner, Richard",Die Meistersinger von Nurnberg,2012-11-21,4
at,Wien,"Wagner, Richard",Die Walkure,2013-05-15,3
at,Wien,"Wagner, Richard",Gotterdammerung,2013-05-22,1
at,Wien,"Wagner, Richard",Parsifal,2013-03-28,3
at,Wien,"Wagner, Richard",Siegfried,2013-05-19,1
at,Wien,"Wagner, Richard",Tristan und Isolde,2013-06-13,5
at,Wien,"Wagner, W",Turkenkind,2012-10-05,2
at,Wien,Weill,Aufstieg und Fall der Stadt Mahagonny,2012-09-22,3
at,Wien,von Bose,Verkehr mit Gespenstern,2012-12-05,3
au,Adelaide,Beethoven,Fidelio,2012-10-13,4
au,Adelaide,Offenbach,Orphee aux enfers,2012-08-25,1
au,Adelaide,"Strauss, R",Salome,2013-08-24,3
au,Brisbane,"Bach, JS",Matthaus-Passion,2013-03-21,3
au,Brisbane,Bizet,Carmen,2012-10-26,6
au,Brisbane,Rossini,La cenerentola,2013-07-06,10
au,Melbourne,Adams,Nixon in China,2013-03-16,4
au,Melbourne,Beethoven,Fidelio,2013-02-02,4
au,Melbourne,Beethoven,Fidelio,2013-03-02,1
au,Melbourne,Donizetti,Lucia di Lammermoor,2012-11-19,8
au,Melbourne,Gill,Sleeping Beauty,2013-01-17,6
au,Melbourne,Handel,Partenope,2013-05-02,4
au,Melbourne,Montsalvatge,El gato con botas,2013-05-29,9
au,Melbourne,Piazzolla,Maria de Buenos Aires,2013-08-21,5
au,Melbourne,Puccini,Madama Butterfly,2012-11-14,10
au,Melbourne,"Strauss, R",Salome,2012-12-01,6
au,Melbourne,Verdi,Aida,2013-04-22,9
au,Melbourne,Verdi,Un ballo in maschera,2013-04-12,6
au,Melbourne,Young,The Minotaur Trilogy,2012-10-18,5
au,Melbourne,van der Aa,After Life,2012-10-11,3
au,Perth,Mozart,Don Giovanni,2013-07-16,6
au,Perth,Puccini,Madama Butterfly,2012-10-23,6
au,Perth,Verdi,La traviata,2013-04-09,6
au,Perth,Verdi,Rigoletto,2013-02-02,1
au,Sydney,Bizet,Carmen,2013-03-22,18
au,Sydney,Britten,Albert Herring,2013-08-16,5
au,Sydney,Donizetti,Don Pasquale,2013-07-18,8
au,Sydney,Donizetti,Lucia di Lammermoor,2012-09-28,10
au,Sydney,Mozart,Le nozze di Figaro,2013-08-10,1
au,Sydney,Offenbach,Orphee aux enfers,2013-02-28,14
au,Sydney,Puccini,La boheme,2012-12-31,1
au,Sydney,Puccini,La boheme,2013-01-05,21
au,Sydney,Puccini,Madama Butterfly,2012-09-20,12
au,Sydney,Puccini,Tosca,2013-07-06,16
au,Sydney,Rameau,Castor et Pollux,2012-12-06,3
au,Sydney,"Strauss, R",Salome,2012-10-12,8
au,Sydney,Verdi,Aida,2012-07-17,8
au,Sydney,Verdi,Falstaff,2013-02-15,8
au,Sydney,Verdi,Il trovatore,2013-01-29,9
au,Sydney,Verdi,La forza del destino,2013-06-29,8
au,Sydney,Verdi,La traviata,2013-07-30,9
au,Sydney,Verdi,Un ballo in maschera,2013-01-16,8
az,Baku,Adigozalov,Natavan,2013-01-16,1
az,Baku,Amirov,Sevil,2012-10-12,4
az,Baku,Bizet,Carmen,2012-10-20,2
az,Baku,"Hajibeyov, U",Arshin Mal Alan,2012-10-05,5
az,Baku,"Hajibeyov, U",Asli and Karam,2012-12-28,5
az,Baku,"Hajibeyov, U",Koroglu,2013-04-27,1
az,Baku,"Hajibeyov, U",Leyli and Majnun,2012-09-23,9
az,Baku,"Hajibeyov, Z",Ashiq Qarib,2013-06-09,1
az,Baku,Leoncavallo,Pagliacci,2012-11-03,2
az,Baku,Mahomayev,Shah Ismail,2012-11-14,4
az,Baku,Mascagni,Cavalleria rusticana,2012-11-11,3
az,Baku,Puccini,Gianni Schicchi,2012-09-22,2
az,Baku,Puccini,La boheme,2012-12-09,2
az,Baku,Puccini,Madama Butterfly,2013-01-12,1
az,Baku,Puccini,Tosca,2012-12-22,4
az,Baku,Rakhmadiyev,Alpamis,2013-05-05,1
az,Baku,Rakhmaninov,Aleko,2012-10-21,2
az,Baku,Verdi,Aida,2013-05-18,1
az,Baku,Verdi,Il trovatore,2013-02-23,1
az,Baku,Verdi,La traviata,2012-10-28,2
az,Baku,Verdi,Rigoletto,2012-11-17,3
ba,Sarajevo,Horozic,Hasanaginica,2013-03-27,2
ba,Sarajevo,Lehar,Die lustige Witwe,2013-02-15,3
ba,Sarajevo,Osmanagic,Alma,2012-11-09,2
ba,Sarajevo,"Tchaikovsky, P",Eugene Onegin,2013-01-31,1
be,Antwerpen,Berlioz,La Damnation de Faust,2012-10-03,6
be,Antwerpen,Bernstein,Candide,2013-06-18,7
be,Antwerpen,Debussy,Pelleas et Melisande,2012-09-23,1
be,Antwerpen,Debussy,Pelleas et Melisande,2012-09-29,1
be,Antwerpen,Mozart,Die Zauberflote,2012-12-12,11
be,Antwerpen,Mozart,Koningin van de Nacht,2012-12-22,5
be,Antwerpen,Mozart,Koningin van de Nacht,2013-01-04,5
be,Antwerpen,Puccini,Tosca,2013-06-06,1
be,Antwerpen,Verdi,Nabucco,2013-02-07,7
be,Antwerpen,Verdi,Requiem,2013-05-23,2
be,Antwerpen,"Wagner, Richard",Parsifal,2013-03-26,5
be,Bilzen,Verdi,Rigoletto,2013-05-24,22
be,Brugge,Mozart,Koningin van de Nacht,2013-02-10,1
be,Bruxelles,Berg,Lulu,2012-10-14,10
be,Bruxelles,Debussy,Pelleas et Melisande,2012-10-19,1
be,Bruxelles,Debussy,Pelleas et Melisande,2013-04-14,9
be,Bruxelles,Donizetti,Lucrezia Borgia,2013-02-19,8
be,Bruxelles,Dusapin,O Mensch!,2012-09-10,1
be,Bruxelles,Dusapin,Passion,2012-08-30,3
be,Bruxelles,Goebbels,When the mountain changed its clothing,2013-05-04,3
be,Bruxelles,Gounod,Romeo et Juliette,2013-03-17,3
be,Bruxelles,Mernier,La dispute,2013-03-05,8
be,Bruxelles,Mozart,Cosi fan tutte,2013-05-23,11
be,Bruxelles,Puccini,Manon Lescaut,2013-01-24,11
be,Bruxelles,"Strauss, J",Die Fledermaus,2012-12-19,3
be,Bruxelles,Verdi,La traviata,2012-12-04,9
be,Charleroi,Verdi,La forza del destino,2013-05-02,1
be,Dilbeck,Mozart,Koningin van de Nacht,2013-02-24,1
be,Gent,Berlioz,La Damnation de Faust,2012-09-16,4
be,Gent,Handel,Agrippina,2012-10-21,7
be,Gent,Mozart,Die Zauberflote,2013-01-10,8
be,Gent,Puccini,Tosca,2013-06-20,1
be,Gent,Verdi,Nabucco,2013-03-01,5
be,Gent,Verdi,Requiem,2013-05-05,2
be,Gent,"Wagner, Richard",Parsifal,2013-04-20,4
be,Heist-op-den-Berg,Mozart,Koningin van de Nacht,2013-01-09,1
be,Liège,Franck,Stradella,2012-09-19,6
be,Liège,Gretry,Guillaume Tell,2013-06-07,5
be,Liège,Gretry,L'officier de fortune,2012-10-20,1
be,Liège,Leoncavallo,Pagliacci,2012-11-17,6
be,Liège,Mascagni,Cavalleria rusticana,2012-11-17,6
be,Liège,Offenbach,La belle Helene,2012-12-22,8
be,Liège,Puccini,La fanciulla del West,2013-02-22,6
be,Liège,Ravel,L'Enfant et les sortileges,2013-03-15,4
be,Liège,Rossini,L'italiana in Algeri,2013-01-18,5
be,Liège,Verdi,I due Foscari,2013-05-10,2
be,Liège,Verdi,La forza del destino,2013-04-18,5
be,Liège,Verdi,Nabucco,2012-12-10,5
be,Tongeren,Mozart,Koningin van de Nacht,2013-01-13,1
bg,Blagoevgrad,Mozart,Bastien und Bastienne,2013-04-23,1
bg,Bourgas,Bellini,Norma,2012-11-02,2
bg,Bourgas,Bizet,Carmen,2012-11-20,5
bg,Bourgas,Bizet,Carmen,2013-08-27,1
bg,Bourgas,"Kalman, E",Die Csardasfurstin,2012-11-10,6
bg,Bourgas,"Kalman, E",Die Csardasfurstin,2013-08-16,1
bg,Bourgas,Lehar,Die lustige Witwe,2012-11-22,4
bg,Bourgas,Leoncavallo,Pagliacci,2013-03-05,1
bg,Bourgas,Mascagni,Cavalleria rusticana,2012-11-30,2
bg,Bourgas,Mozart,Die Zauberflote,2013-05-22,2
bg,Bourgas,Mozart,Don Giovanni,2013-02-15,2
bg,Bourgas,Mozart,Le nozze di Figaro,2013-05-14,1
bg,Bourgas,Musorgsky,Boris Godunov,2013-07-03,2
bg,Bourgas,Offenbach,La belle Helene,2013-02-21,2
bg,Bourgas,Puccini,La boheme,2013-06-07,1
bg,Bourgas,Puccini,Madama Butterfly,2012-11-06,3
bg,Bourgas,Puccini,Manon Lescaut,2012-12-20,1
bg,Bourgas,Puccini,Tosca,2013-07-26,1
bg,Bourgas,Rossini,Il barbiere di Siviglia,2013-01-25,1
bg,Bourgas,"Strauss, J",Die Fledermaus,2013-02-12,2
bg,Bourgas,"Strauss, J",Die Fledermaus,2013-08-08,1
bg,Bourgas,Verdi,Aida,2013-07-19,1
bg,Bourgas,Verdi,Il trovatore,2013-02-05,3
bg,Bourgas,Verdi,Il trovatore,2013-08-24,1
bg,Bourgas,Verdi,La traviata,2013-02-08,4
bg,Bourgas,Verdi,Macbeth,2013-02-27,1
bg,Bourgas,Verdi,Nabucco,2013-07-16,1
bg,Bourgas,Verdi,Otello,2013-07-12,1
bg,Bourgas,Verdi,Rigoletto,2013-05-08,2
bg,Dobrich,"Kalman, E",Die Csardasfurstin,2013-04-17,1
bg,Kyustendil,Rossini,Il barbiere di Siviglia,2012-09-14,1
bg,Lukovit,"Kalman, E",Die Csardasfurstin,2013-05-20,1
bg,Pavlikeni,"Kalman, E",Die Csardasfurstin,2012-09-19,1
bg,Pleven,"Kalman, E",Die Csardasfurstin,2012-09-30,1
bg,Pleven,Puccini,Tosca,2012-09-17,1
bg,Pleven,Verdi,Aida,2013-06-21,1
bg,Pleven,Verdi,Don Carlos,2013-04-15,1
bg,Plovdiv,Donizetti,L'elisir d'amore,2013-02-01,1
bg,Plovdiv,Handel,The Messiah,2012-12-21,1
bg,Plovdiv,Puccini,Tosca,2012-12-07,1
bg,Plovdiv,Rossini,Il barbiere di Siviglia,2012-09-12,1
bg,Plovdiv,Rossini,Il barbiere di Siviglia,2013-05-08,1
bg,Plovdiv,Verdi,Aida,2013-06-25,1
bg,Plovdiv,Verdi,Attila,2013-06-19,1
bg,Plovdiv,Verdi,Il trovatore,2013-02-21,1
bg,Plovdiv,Verdi,La traviata,2012-09-27,1
bg,Plovdiv,Verdi,Nabucco,2013-06-29,2
bg,Plovdiv,Verdi,Rigoletto,2012-10-31,1
bg,Plovdiv,Verdi,Rigoletto,2013-05-28,1
bg,Popovo,"Kalman, E",Die Csardasfurstin,2013-02-27,1
bg,Razgrad,"Kalman, E",Die Csardasfurstin,2012-12-29,1
bg,Ruse,Bizet,Carmen,2012-11-21,3
bg,Ruse,Denev,Cain,2012-12-02,2
bg,Ruse,Hadjiev,Maria Desislava,2012-11-16,2
bg,Ruse,Humperdinck,Hansel und Gretel,2013-04-24,2
bg,Ruse,"Kalman, E",Das Veilchen vom Montmartre,2012-12-07,1
bg,Ruse,"Kalman, E",Die Csardasfurstin,2012-11-02,7
bg,Ruse,Mozart,Die Entfuhrung aus dem Serail,2012-10-12,3
bg,Ruse,Mozart,Die Zauberflote,2012-09-22,1
bg,Ruse,Orff,Carmina Burana,2012-10-24,1
bg,Ruse,Puccini,Madama Butterfly,2013-05-02,1
bg,Ruse,Puccini,Tosca,2012-09-14,4
bg,Ruse,Rossini,Il barbiere di Siviglia,2012-11-26,4
bg,Ruse,"Strauss, J",Die Fledermaus,2013-01-30,1
bg,Ruse,Verdi,Aida,2013-06-21,2
bg,Ruse,Verdi,Aida,2013-08-13,2
bg,Ruse,Verdi,Don Carlos,2013-04-13,2
bg,Ruse,Verdi,Falstaff,2013-03-21,2
bg,Ruse,Verdi,Il trovatore,2013-02-26,1
bg,Ruse,Verdi,La traviata,2012-08-31,1
bg,Ruse,Verdi,Nabucco,2012-10-27,4
bg,Ruse,Verdi,Requiem,2012-09-29,2
bg,Ruse,Verdi,Rigoletto,2012-10-13,5
bg,Ruse,Verdi,Un ballo in maschera,2013-02-22,4
bg,Sevlievo,"Kalman, E",Die Csardasfurstin,2012-11-07,1
bg,Shumen,"Kalman, E",Die Csardasfurstin,2013-01-21,1
bg,Silistra,"Kalman, E",Die Csardasfurstin,2012-09-18,1
bg,Sofia,Borodin,Prince Igor,2013-03-21,2
bg,Sofia,Donizetti,L'elisir d'amore,2012-10-02,5
bg,Sofia,Hadjiev,The Golden Apple,2012-09-28,8
bg,Sofia,Mascagni,Cavalleria rusticana,2013-02-16,2
bg,Sofia,Massenet,Werther,2012-12-07,8
bg,Sofia,Mozart,Bastien und Bastienne,2013-02-17,3
bg,Sofia,Puccini,Gianni Schicchi,2013-02-16,2
bg,Sofia,Puccini,Madama Butterfly,2013-01-12,1
bg,Sofia,Puccini,Tosca,2013-02-28,4
bg,Sofia,Puccini,Tosca,2013-07-19,2
bg,Sofia,Puccini,Turandot,2013-03-28,2
bg,Sofia,Rossini,Le comte Ory,2012-11-07,1
bg,Sofia,Rota,Aladino e la lampada magica,2013-03-09,8
bg,Sofia,"Tchaikovsky, P",Eugene Onegin,2013-01-25,6
bg,Sofia,"Tchaikovsky, P",Eugene Onegin,2013-07-12,3
bg,Sofia,Verdi,Aida,2012-11-06,1
bg,Sofia,Verdi,Don Carlos,2012-09-23,4
bg,Sofia,Verdi,Don Carlos,2013-07-05,3
bg,Sofia,Verdi,Ernani,2012-11-08,1
bg,Sofia,Verdi,Rigoletto,2013-01-30,1
bg,Sofia,Verdi,Un ballo in maschera,2013-07-27,2
bg,Sofia,"Wagner, Richard",Das Rheingold,2013-06-22,1
bg,Sofia,"Wagner, Richard",Die Walkure,2013-06-23,1
bg,Sofia,"Wagner, Richard",Gotterdammerung,2013-05-22,5
bg,Sofia,"Wagner, Richard",Siegfried,2012-10-07,3
bg,Stara Zagora,"Adam, A",Le Postillon de Lonjumeau,2013-05-23,1
bg,Stara Zagora,"Kalman, E",Die Csardasfurstin,2012-11-08,4
bg,Stara Zagora,Karastoyanov,Bulgarians From Olden Times,2012-10-12,15
bg,Stara Zagora,Puccini,Gianni Schicchi,2013-06-25,2
bg,Stara Zagora,Puccini,La boheme,2013-03-15,3
